_date_,fexp1f_h,fagr1,fagr2,fagr3,fagr4,fagr5
2020-01-01,0.2398680747868654,-1.290889333206118,0.45303114113201448,-1.4547385234020682,0.9122073518145608,0.7036113610224004
2020-02-01,-1.6281178306911022,-0.6080585759698948,-0.12938583932738438,-1.0182283611043736,0.12186747331881348,0.1676682460268939
2020-03-01,-6.6810476613132304,0.29229151519702084,0.01033584013814974,-0.2980822248833654,-0.34267271043414872,-1.374850052394768
2020-04-01,-14.983119394682416,1.1926674652760186,0.093361794057257312,0.28529031434835804,-0.74592867759718896,-2.5281474652737696
2020-05-01,-22.865902244994952,1.9589869612353964,0.058562357243118424,1.2055077376167778,-1.4696574713868642,-3.0210647141703516
2020-06-01,-25.784288581169424,1.0815439408322134,-0.23607105856379076,1.4227107422891848,-1.8254260691151568,-1.454784871095604
2020-07-01,-22.579844201634512,-0.25636921617559888,-0.39671213608750528,1.585994841401602,-1.5428306953829666,-0.4214948234012368
2020-08-01,-17.085132667881372,-1.1375885042572286,-0.78257435149887824,1.537695979866427,-1.3045232123933202,0.07997702448820216
2020-09-01,-13.101900752395512,-0.54958206614591008,-1.0382426363161076,2.1014849371500376,-1.8305122239246988,0.029355405323959276
2020-10-01,-11.644113228391658,0.071085211887631128,-1.0908792847449554,2.250912208814904,-2.1307508415562984,-0.14085188717529512
2020-11-01,-11.699506639079506,-0.091481845193585008,-0.72220140927146704,2.2274282164206508,-2.0570159213005736,0.25456453333845496
2020-12-01,-12.183918867350114,-1.4421517970319598,-0.048900280583209928,1.5971844278185174,-0.77506635929017328,0.43376845356156368
2021-01-01,-12.423092001120978,-2.1117528763555244,0.013420503836580846,1.183046601463315,0.35778689607098076,0.15776472696113202
2021-02-01,-11.132849457307652,-2.5190875214238536,-0.056064733536084808,0.73877907163987472,1.2116704936963018,-0.26640202709154916
2021-03-01,-6.45795262134482,-1.7814636144807932,-0.41435016743575168,0.6761899688376668,1.0711779037738868,0.1985093038195646
2021-04-01,2.0494625323113868,-2.0028148440035944,-0.56511767281960992,0.076448807313909744,1.9043767233179404,0.65414802246224344
2021-05-01,10.82331753339671,-1.917188741855338,-0.79277590011490288,-0.61734430483865464,2.57168200141641,1.2335666249642056
2021-06-01,15.270043629392446,-1.511749302569606,-0.64646952060385912,-1.0515720374351642,2.8516134240809072,0.9665362838904968
2021-07-01,14.05392324323388,-1.073451521784719,0.024354725084406196,-1.7976870272347966,3.3507985257930792,0.36383681460469192
2021-08-01,10.545609585797144,-0.2911723165248138,0.68741573345937792,-2.076242937706446,3.606769839609964,-0.37855832007859632
2021-09-01,8.1452544180479232,-0.053250574911243576,0.90467101713727968,-2.348060603216466,3.9459037763623656,-1.0237101913362482
2021-10-01,7.7536959494219456,0.31064539887066032,0.84242424433136256,-1.9612059538192536,3.9640923048546472,-1.1724852422224558
2021-11-01,8.3902302601334128,1.442350514259317,0.52117671349448256,-1.4473421509080854,3.9259862076942072,-2.0432528423602456
2021-12-01,9.0802269620684832,3.873285373786448,-0.26611482823574272,-0.62508715208435664,3.00374829300118,-2.7588293726862932
2022-01-01,9.6870488189177472,5.1039332351491808,-0.53417960559434928,-0.43853605103587544,1.9680761056322096,-1.9177594071830728
2022-02-01,10.256920967787902,5.5331373318831896,-0.41845420196425688,-0.23448057956651704,1.5391108343447398,-0.86128227378249392
2022-03-01,10.692872262769574,4.9209751248670536,-0.592196062301142,-0.65484238887642024,2.1073577739811752,0.3765616626071728
2022-04-01,10.738933171857762,5.3548050972276208,-0.20209805455629648,-0.9068359274078624,2.5152792382250276,1.054530795068275
2022-05-01,10.13169930104414,6.0802410780268664,-0.19553579988254056,-1.154015508880647,2.600179614180608,1.4089579665075816
2022-06-01,8.8399024948241664,6.8230947173222104,0.460702807318882,-1.2910547052762502,3.1368735547209092,0.56203670582932784
2022-07-01,7.0481330061989488,8.2923889859496464,-0.38194646643550952,-0.7090937646093264,2.4275933600029136,0.55662928337838568
2022-08-01,5.2608516182781768,8.9025915402197776,-0.55798542088246496,-0.31552897742798652,2.2906193288629932,0.24240489437338564
2022-09-01,3.8352757119607616,8.9622002752596336,-0.66792771708260256,-0.048013499173329976,1.9534763368061512,0.21952324080385432
2022-10-01,2.7706211931833372,8.431685067732,-0.24894974595847728,-0.70907138260134616,1.8771354476879808,0.5128782164027288
2022-11-01,2.0330065811161124,7.725267655293704,-0.13980730672120594,-1.392383896659084,1.1896187247421322,1.1649418693164792
2022-12-01,1.688290318038552,7.0634089030883992,0.758270133583732,-1.7676350526554266,0.6140549399886436,1.1266611072289538
2023-01-01,1.6573456704794816,6.9614609006723432,0.19822756670471224,-1.5109587128238076,-0.30165477945287988,1.1675649450246338
2023-02-01,1.650492539704371,7.429365972552976,0.026211003729948944,-1.5081805173035198,-0.86169054616024912,0.45145998293433776
2023-03-01,1.4814588398741066,7.4335850949769824,-0.492182906612292,-2.0647117880848144,-2.1373098006067992,0.75810912402209008
2023-04-01,1.0312707888237722,6.3890156156371824,-0.067492422614494616,-2.4504461302632024,-2.5734976785592156,0.76639567051479712
2023-05-01,0.49476681894546056,4.4324997981297728,0.087764019877656736,-2.9104916641709976,-2.9645042782590156,0.95718435386867232
2023-06-01,0.043386260623356888,3.5122985967716948,-0.3296795362536462,-2.7393438117566324,-3.629290653245468,0.6937204228073248
2023-07-01,-0.23598225435481764,2.6143527407584904,0.47759692931280016,-3.2472420495719404,-3.36628186888958,0.33570760279871808
2023-08-01,-0.44938498243120528,2.2520705189362308,0.54749652446311328,-3.523280808122808,-3.7933734959742024,0.9664512342758984
2023-09-01,-0.61209908144796096,1.9072807855978804,0.62562857079135824,-3.6758655143631624,-3.926295116678992,1.665542902008669
2023-10-01,-0.61217824326363424,1.588180209436786,-0.0193376799397644,-3.3019316265289248,-4.2834904608743024,2.0803262755674944
2023-11-01,-0.47966100323221608,1.6785037629363498,-0.25555247216912664,-2.7991978434769544,-4.2438355946468424,1.712116828049243
2023-12-01,-0.32635231848145184,1.737121959558835,-1.0977359052432774,-2.4394151947019024,-4.3419326832369,1.7529701059218588
2024-01-01,-0.1977870107250806,2.4726963333123736,-0.82979400304985344,-1.8597837638142792,-4.2903843282528432,0.59364389299380384
2024-02-01,-0.11253483063064518,1.8136837644794788,-0.72864910764621472,-1.9093080848008916,-4.2197527156552112,1.068174049973683
2024-03-01,-0.070346340426182136,0.68456291471008048,0.34696336506503588,-1.872902269680858,-3.2977822580168808,0.56681576096416256
2024-04-01,0.028685576178660596,-1.028983997351604,1.2755513885152938,-2.3317069017759052,-2.2012748437453212,-0.050421742518685864
2024-05-01,0.21387501047577692,-0.89209455023551264,1.7536765636260218,-2.00333345759945,-1.5586341639390282,-1.1691420686665492
2024-06-01,0.43930039248385768,-0.89266013613254576,2.0873671877433864,-2.0327794843219324,-1.124752286574972,-1.3029029124733306
2024-07-01,0.55606101304202624,-1.0731695759949982,1.5675254881858352,-1.9720407796064892,-1.479368515606057,-0.55229666456288752
2024-08-01,0.60863848391651552,-1.718115912356939,1.7805948348721814,-1.9372540146802616,-1.0729001813091034,-0.78881698148728864
2024-09-01,0.6270888727741968,-2.2307169592765012,1.9056266939180156,-2.0220272471003608,-0.63916081141357824,-1.0833687608512438
2024-10-01,0.59925846539366976,-2.2710327216119316,2.2179708413259512,-2.0092531201124912,-0.2467002933996834,-1.3029978700806142
2024-11-01,0.5189854762138628,-2.7641750113681332,2.48316015303798,-2.3165257008827932,0.339023419198551,-0.80036501418264368
2024-12-01,0.42506077438727312,-3.3218627294862788,2.8660987408636536,-2.6176756406622776,1.0508100259616752,-0.3741102311188212
2025-01-01,0.34002844074612144,NA,NA,NA,NA,NA
2025-02-01,0.29201152283378472,NA,NA,NA,NA,NA
2025-03-01,0.29049692719075652,NA,NA,NA,NA,NA
2025-04-01,0.28292311051020092,NA,NA,NA,NA,NA
2025-05-01,0.23601455338546384,NA,NA,NA,NA,NA
2025-06-01,0.16028834542370244,NA,NA,NA,NA,NA
2025-07-01,0.12643171593683602,NA,NA,NA,NA,NA
2025-08-01,0.12639530452175098,NA,NA,NA,NA,NA
2025-09-01,0.15049372255637514,NA,NA,NA,NA,NA
2025-10-01,0.19621140888204756,NA,NA,NA,NA,NA
2025-11-01,0.25165743158850344,NA,NA,NA,NA,NA
2025-12-01,0.30005023330699372,NA,NA,NA,NA,NA
2026-01-01,NA,NA,NA,NA,NA,NA
2026-02-01,NA,NA,NA,NA,NA,NA
2026-03-01,NA,NA,NA,NA,NA,NA
2026-04-01,NA,NA,NA,NA,NA,NA
2026-05-01,NA,NA,NA,NA,NA,NA
2026-06-01,NA,NA,NA,NA,NA,NA
2026-07-01,NA,NA,NA,NA,NA,NA
2026-08-01,NA,NA,NA,NA,NA,NA
2026-09-01,NA,NA,NA,NA,NA,NA
2026-10-01,NA,NA,NA,NA,NA,NA
2026-11-01,NA,NA,NA,NA,NA,NA
2026-12-01,NA,NA,NA,NA,NA,NA
