_date_	fexp1f	fexp2f	fexp3f	fexp4f	fexp5f
2022-08-01	4.9028501433158992	-0.54185494936142352	1.218314025378463	0.85759392282884816	-2.729865805564052
2022-09-01	3.802178325194336	-0.1697840455794919	1.0992865801263592	-0.4126383117628872	-2.6633903051326108
2022-10-01	2.8703611162925912	-0.70175418035947992	1.2760939315723088	-0.76755543817787936	-2.4024786675101472
2022-11-01	1.8880214053654728	-0.49725623259309088	0.70713822059937744	0.15172428657808596	-2.6881186340155412
2022-12-01	1.4777369527751972	0.091973269425315584	0.33315362212863488	-0.22418747644017324	-2.5595438442159132
2023-01-01	1.7607536833748964	0.3419135979717028	0.2335127029355256	-0.39451879828387424	-2.323463569046206
2023-02-01	1.7177908433785682	-0.40560275844788248	0.012482063648296294	-0.62692765065603976	-1.6052053152056054
2023-03-01	1.7952710544311152	-0.029399380289186448	0.36309272905120736	0.94970980823053616	-1.2761878384645944
2023-04-01	1.0078716868158648	-0.74948993929280432	-0.15530740329730758	-1.1724144128577376	-0.29200601000044936
2023-05-01	0.41021612034899616	-1.5257129155475544	-0.18106185892410292	-0.17981665982846252	0.032239505616255048
2023-06-01	-0.1495486276065065	-0.82211790621716896	-2.0604901618231584	0.63921467110557536	0.049623525335275944
2023-07-01	-0.14521315575483056	-1.0863382893297584	-1.750923953236218	-0.003897673571200008	0.4049483128052204
2023-08-01	-0.32216151644759972	-1.8112087525202812	-1.6607907449128864	0.06402552587178188	0.7379666486618992
2023-09-01	-0.75408392494340192	-1.5099636234268332	-2.2754544465979036	0.45429634884120992	1.1212227967926664
2023-10-01	-0.69394466503738872	-1.1379635002639272	-2.5516575322658972	0.89222181192439456	1.0166899660042812
2023-11-01	-0.41339086781820992	-1.072117702854487	-2.2592937812288228	0.42466562209249544	1.1738738642935784
2023-12-01	-0.29938724743525528	-1.357590178227832	-2.2159974840743776	0.12682404862788426	1.372362446470384
2024-01-01	-0.1789678222855744	-1.0740105910492478	-2.1578889692109772	0.9927127891058432	1.5026091525966228
2024-02-01	-0.012877152112256512	-0.76601023252362048	-2.0448119289078152	0.7360774158904544	1.5651608425174424
2024-03-01	-0.1409393654246403	-1.7114538544994024	-1.9474596565372744	-0.65852671502357384	1.706465777372106
2024-04-01	-0.046550085094542456	-0.6544397626046644	-1.4810156541388268	2.097051118393734	0.87437975397579632
2024-05-01	0.11089587129620924	0.046632315878111992	-1.6867832764819454	0.52580010174672744	1.1583115727774806
2024-06-01	0.63268271341096712	-0.45758209527175504	-0.18327481456115484	-0.2190885556038412	1.6419091543967478
2024-07-01	0.54163546894266456	-0.070829130203258272	-0.53573453234026744	1.1121985142744716	1.5295200631371668
2024-08-01	0.5664287020282436	0.043137332164995952	-0.50433154015034632	0.32235741033499656	1.5297230296771884
2024-09-01	0.63308080143452504	-0.13868892827867702	0.07617828344954544	0.1700238159017358	1.2796747250534462
2024-10-01	0.64421112010723888	0.29709421312842672	-0.10046051619232734	0.77838962000135728	1.099863081505927
2024-11-01	0.50273868789358624	-0.24800137829807728	-0.2809717443625472	-0.42190970662643888	1.340011631931541
2024-12-01	0.4306397410984292	-0.27015182444442608	-0.12896405750398466	0.6955333068450844	1.1540103544617918
2025-01-01	0.321392299743238	-0.36585295563651928	-0.66869299554888048	0.15849954669040178	0.96536422476105808
2025-02-01	0.22996307298645496	-0.41050375355709064	-0.31439327505797144	0.18566541250475704	0.74733364554080832
2025-03-01	0.3097829510909384	-0.046157160037003544	-0.42432898835326952	0.6480690769185092	0.55627714681209536
2025-04-01	0.32671571952401208	-1.2855846013599388	-0.27236164872308572	-0.6075009570376008	0.893334653560708
2025-05-01	0.296184693090226	-1.4266465013422344	0.0084135321054358832	0.49335040053660792	0.396199716673538
2025-06-01	0.081551755708669424	-0.17677965935779372	-1.8620673501187676	0.77257918150963424	-0.066927174781015952
2025-07-01	0.12479568771787748	0.094433856678992064	-1.9749662744343012	0.08725376220267888	-0.1501556272463458
2025-08-01	0.13356513198516224	-0.13990941455490444	-1.8970157765664636	-0.08088556723885456	-0.20094354549618064
2025-09-01	0.14111835180477116	-0.54302574864708512	-1.7580566861742888	0.47246956632923984	-0.10403257698766974
2025-10-01	0.19132078342356308	-0.79002518272884976	-1.6208659299140458	0.2182273216321502	0.07324930163919608
2025-11-01	0.2754922099452184	-0.455567855747214	-1.2893098330621192	0.57904243500955888	0.01742637902883367
2025-12-01	0.29299701231902804	-0.40662938699332792	-1.245987726928576	0.26626123815483648	0.0078156045935429152
2026-01-01	NA	NA	NA	NA	NA
2026-02-01	NA	NA	NA	NA	NA
2026-03-01	NA	NA	NA	NA	NA
2026-04-01	NA	NA	NA	NA	NA
2026-05-01	NA	NA	NA	NA	NA
2026-06-01	NA	NA	NA	NA	NA
2026-07-01	NA	NA	NA	NA	NA
2026-08-01	NA	NA	NA	NA	NA
2026-09-01	NA	NA	NA	NA	NA
2026-10-01	NA	NA	NA	NA	NA
2026-11-01	NA	NA	NA	NA	NA
2026-12-01	NA	NA	NA	NA	NA
