_date_	fexp1	fexp2	fexp3	fexp4	fexp5
2005-07-01	-0.37801544722599352	-0.4321785521195744	-0.27671423792126808	-0.5646579880226492	-1.1005302965320088
2005-08-01	-0.36900792356991584	-0.27291538817317968	-0.2167239328402478	0.20287262018848444	-1.334888318252055
2005-09-01	-0.21556452433401228	0.2175077343274798	-0.27016650088180328	0.10733861576017658	-1.4969699187283204
2005-10-01	-0.19081302195191936	-0.30435807896420368	0.045776032224449912	-0.96882042350427888	-1.0827157953583006
2005-11-01	-0.10974319232736174	-0.23439770088554856	0.007881309941987296	0.13475057809920172	-1.004661988481535
2005-12-01	-0.29544388864488676	-0.08407301799855704	-0.398207155651336	-0.18688616942441624	-1.0112653862393738
2006-01-01	0.047909191533094704	0.24629730767807812	0.43019470436508208	0.32154827972760268	-1.263346211655924
2006-02-01	0.15489940541426008	0.75034396246200944	0.65811401118098088	-0.16018650204490958	-1.4831400308660156
2006-03-01	0.53673694729600728	0.96059142308044864	1.3987351306357698	-0.21717789694934576	-1.3310759652088722
2006-04-01	0.44854765013256928	0.09681679097529784	0.79395178894016576	-1.4900931200182678	-1.273671121816983
2006-05-01	0.54397028624770448	0.25466850753619092	0.7562129696270128	0.40920692553513208	-1.1982432776029406
2006-06-01	0.58110197657272	0.573246047444992	0.11136521067883024	0.23007259701264168	-1.0489328149453304
2006-07-01	0.71660034691134064	0.033155555827711016	0.92365581064481984	-0.61807518261552688	-0.34345845967631284
2006-08-01	0.54197736766097496	0.20120474335275116	0.70222769937853032	0.41022302131900304	-0.47907485482263184
2006-09-01	0.28898075367859304	0.12223382336611074	0.12754554685956404	-0.34781881949643772	-0.1814274676277484
2006-10-01	0.55077926969576888	0.46699812995199872	0.76025506052062704	0.54539618926800448	-0.42347473191239184
2006-11-01	0.35605901979306632	0.16278712020184646	0.24311129584775432	-0.46719677131438464	-0.034203078177234488
2006-12-01	0.59712837416138552	0.29385818803819464	0.74289205646798928	0.3566524921065264	-0.060013351995980728
2007-01-01	0.50302988653645632	0.48199935530787	0.14439998562893672	0.1985891568137914	0.2459610198960246
2007-02-01	0.6426868235362936	0.048223735323477192	0.5199040801707964	-0.15891987370998382	0.42547476614207488
2007-03-01	0.3823113213163616	-0.13559524607223614	0.16256496651730026	-0.066778306651345624	0.10233129171580282
2007-04-01	0.16924072834567278	-0.06309127232366324	0.034283222238485804	0.18363925785161428	-0.20475331041499452
2007-05-01	0.0026767546437279544	-0.19543745461370868	0.004207597667473636	-0.1983239582725324	-0.20734649497336268
2007-06-01	0.034056238744755428	-0.01421939393137957	-0.04016256059509672	0.13450576792561166	-0.00037131923448579896
2007-07-01	0.26743612559743092	0.55190792413702176	0.029140990126561796	0.57104664110432632	-0.17376505811693024
2007-08-01	0.61401753390924384	0.56724457338466384	0.4970626711220212	-0.039114649242479184	-0.028806381277025048
2007-09-01	0.65727530438069184	0.24169271719215828	0.88329616634812752	-0.26285720567036824	0.0089322881179529232
2007-10-01	0.53547719188207864	0.3649966259260456	0.67291320272104904	0.280780272242667	-0.027009242957670212
2007-11-01	0.54797940935896936	0.62160500691674192	0.66678730993753208	0.061446042912269808	-0.3298698825260364
2007-12-01	0.30959593200361556	-0.256960126754584	0.56798159316863136	-0.98577967817919168	-0.2278360499924736
2008-01-01	0.14789308078005514	-0.15913155129098864	0.3498493056973494	0.4071438461738676	-0.5645377230932336
2008-02-01	0.2477963483226158	0.69392252289782848	-0.14213746214450534	0.61664885440513128	-0.44904762838908912
2008-03-01	0.46177690477279264	-0.039134882809186488	0.35809895970208604	-0.7423728046563512	0.13277792648866374
2008-04-01	0.6437839426694384	0.6350555714086592	1.0000634451603884	1.2802606657789732	0.074242609731129008
2008-05-01	0.3221426050788294	0.53998154635463184	0.28875258082027148	-0.74362703824133088	0.34752219052955528
2008-06-01	0.049857110357536296	-0.79555238658272448	0.66393397266747752	-1.209643016905288	0.87287983044303056
2008-07-01	-0.527184170404118	-0.2663294844004014	-0.5070344638658972	0.89652211419287824	0.40332836018716432
2008-08-01	-0.68476737905537192	-0.18689866292826048	-1.0071467591768084	-0.3767324880204824	0.9356682269240384
2008-09-01	-0.37888295830965736	0.067300386575440952	0.18998045852621608	0.4035063158940848	0.39491994848586952
2008-10-01	-0.96294355120787136	-0.57807379039861248	-0.58276543776007968	-1.0467080803648196	0.60559135958999008
