_date_	fcp1	fcp2	fcp3	fcp4	fcp5	fcp6	fcp7
2000-01-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2000-02-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2000-03-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2000-04-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2000-05-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2000-06-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2000-07-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2000-08-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2000-09-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2000-10-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2000-11-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2000-12-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2001-01-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2001-02-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2001-03-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2001-04-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2001-05-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2001-06-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2001-07-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2001-08-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2001-09-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2001-10-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2001-11-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2001-12-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2002-01-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2002-02-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2002-03-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2002-04-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2002-05-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2002-06-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2002-07-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2002-08-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2002-09-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2002-10-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2002-11-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2002-12-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-01-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-02-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-03-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-04-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-05-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-06-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-07-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-08-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-09-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-10-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-11-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2003-12-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2004-01-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2004-02-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2004-03-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2004-04-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2004-05-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2004-06-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2004-07-01	NaN	NaN	NaN	NaN	NaN	NaN	NaN
